gender,ethnicity,score
0,0,6.25003670981809
1,2,1.7494310233611905
1,1,7.553941178327047
0,0,3.4433793263324333
0,2,2.0430764142714026
1,0,7.556567931250533
1,2,1.2358840893195049
1,0,7.507262941897641
0,1,7.51905936037572
0,0,2.184699693237828
0,2,2.3485834416971216
0,0,5.40568389965648
0,1,7.421244120220807
0,2,2.1355722579718774
1,0,8.311650182268314
0,1,7.614889643364539
1,1,7.631930944126036
0,0,5.15842751254858
1,2,0.7036220323714514
0,1,7.916316841864286
1,0,7.457523309126774
1,0,7.745254712792495
1,0,7.988295077620165
0,0,5.04354397415705
0,0,4.478023008479548
0,2,2.4326503682263265
1,2,1.080495487536306
0,1,7.14396227826926
0,2,2.2324532157326704
1,1,7.575733390398098
1,0,8.393337259995947
1,1,7.3196738073797265
1,1,7.51775235905304
0,0,3.985817168817823
1,0,8.05355900984641
0,2,2.4043047265674704
0,0,5.863838134436875
1,1,7.48834510214656
0,1,8.154793407246101
0,0,5.739933434431153
1,2,2.255920222588375
0,2,2.0878423194416915
1,1,7.564175008191887
1,1,7.374348176297219
0,1,7.530578809806562
1,1,7.537152456711295
0,0,4.169172563896961
1,0,8.907292316777486
1,1,7.5042755534411
0,2,2.150261782880348
1,1,7.431085494764973
0,1,7.289161266316012
0,2,2.271705902514808
1,0,7.573601926693178
0,0,4.794490721702521
1,0,7.572968454987256
0,0,4.210197555152141
0,0,3.8241458514179145
1,2,1.8034283695590336
0,0,4.956238487427931
1,2,0.7968971981341973
0,1,7.4298351262541615
0,2,2.436838244924474
1,2,0.9201847782584602
0,1,7.164788550087201
0,1,7.025901368250265
0,0,5.239919816897391
0,0,4.908436026391878
1,0,7.332051787844313
0,1,8.117265675844717
0,1,7.374011570779494
1,2,0.9339432052698993
1,1,7.533746069526342
1,2,-0.4208763848443613
1,2,1.3008639843370369
0,0,4.728711909591109
1,2,0.9911399955159237
1,1,7.58886111721836
0,2,2.039710396796877
0,0,4.4029850061176585
1,1,7.563732863415364
1,2,1.0413197123906957
1,0,7.446390400434678
0,2,2.574328303657483
1,1,7.5508566416902925
0,2,2.429299184774852
1,0,8.11284373514822
0,0,5.667822113429601
0,1,7.537176468066756
1,0,7.412852529842031
1,2,1.7259155381213953
0,2,2.2822647069181725
0,1,7.30213399785282
1,0,7.890171447187261
0,0,4.239765467200535
1,0,7.5371455221362655
0,0,4.9138021720584435
0,1,7.554107019702036
0,2,2.2751348845529975
0,2,2.1474874099216636
0,2,2.447972749804971
1,1,7.544875544384602
1,2,3.0183802510350475
1,1,7.643420404060267
0,2,2.693312680170422
1,1,7.528201564551684
1,2,0.7128712995000097
1,0,7.937555701188263
1,1,7.677426205248581
0,0,4.624558988356631
0,2,2.0318945028115376
1,0,7.0990114590954665
0,1,6.746001329391844
0,1,7.66238469196975
1,2,0.7895436383763155
1,0,8.321771027379057
1,2,1.601311034695666
1,2,0.6796390480344274
1,1,7.533237963492885
0,0,4.831178734260604
0,2,2.3767900784385483
0,1,7.312602972811804
0,0,4.518012393753174
1,2,0.5070187023002075
1,1,7.673809422885674
1,0,7.6797340089218
0,2,2.579749698616012
1,2,0.5545498567127665
0,1,6.982824286788311
1,2,-0.2917500260841078
0,2,2.2597821880036464
1,0,7.407647114839191
1,0,8.338667780854573
0,1,7.410629480465055
0,1,7.217889762808027
1,0,7.1423775100615305
1,0,7.742670843597455
1,1,7.444609710753085
0,2,2.4930608312496263
1,1,7.753638224758953
0,2,2.0505944165330448
1,0,7.119591889653813
1,1,7.604683493940206
1,0,7.76494092393728
1,0,7.7182121928151695
0,2,2.094196998006974
1,2,0.14290961111070033
0,2,2.3678886680489004
1,0,7.194143432329515
0,0,4.167817897392842
1,0,7.453421025809381
1,2,1.199313503228756
1,1,7.45402813182129
0,1,7.450441843680344
0,2,1.9069817934322608
1,2,2.575952269826091
0,1,7.397033444837902
1,0,7.8919119232155595
0,2,2.218477729968249
1,1,7.419116969461921
0,0,3.2807819735680877
1,2,0.3283830858692327
0,1,7.432145550848896
0,1,7.514957601864781
0,0,4.14952580670094
0,0,3.092738502843079
0,1,7.740320363699897
0,0,3.517996256867296
1,0,7.43650295434524
0,2,2.309701826375368
0,2,2.166303352367551
1,2,0.5493656890488448
1,2,1.2653691056657193
0,1,7.267592003059748
0,1,7.155855660797841
0,2,2.1401947262016874
0,1,7.181173157756926
0,0,4.135982245631751
0,0,4.984199873523659
1,1,7.497629109702844
0,1,7.164278617969722
0,0,5.876291997903773
0,2,2.386781860542141
0,0,4.592019972766593
1,2,0.5651410789121684
1,0,7.757144133105716
0,2,2.088646917248745
0,1,7.472152339761939
0,1,6.905730358391625
0,0,4.621672612091191
0,2,2.4095568624074284
1,0,8.098185860027769
0,2,2.456385137980405
0,2,2.1759574316699593
1,1,7.647667279488355
0,2,1.9230946058213552
1,1,7.525108129530558
1,1,7.512071413440712
0,2,2.1717998398746636
1,1,7.574182525707176
1,0,7.435084966546874
1,0,8.084780873372255
0,1,7.365919841239143
0,0,4.148812786146784
1,1,7.312341935610526
1,1,7.4567269521605795
0,1,6.859866426775363
0,2,2.110985704908037
0,2,2.0526016468099146
1,1,7.297691118460367
1,0,8.143942864266787
1,0,7.447622007600103
0,1,7.595063942395798
1,0,7.4164881911118705
1,2,2.459381885018373
1,0,7.133877405791558
0,0,4.497868285135156
0,1,7.774490816048658
0,2,2.501152037578037
0,0,4.3670973193374465
0,1,7.478080386483592
1,2,-0.14019737729737347
0,2,2.4859581729893216
0,1,7.085956047818769
1,0,7.519006830980848
0,2,2.4354853760534274
1,2,0.197748548938173
1,2,0.012551598960120813
0,0,4.296330263426496
1,0,7.497351941891149
0,0,4.161311698845009
0,1,7.2664473911278815
1,2,0.8224278371236599
0,0,3.684654366448928
1,0,7.329107006090012
1,2,0.33247454177493097
0,0,4.447043905828603
0,0,4.345480836570286
1,0,7.456964046416741
1,0,8.21872067802076
0,2,2.1369536617965332
1,2,1.0961214437263864
1,0,7.9566999794042745
0,1,7.482984486896693
0,1,7.199199067673492
0,2,2.292195684817375
1,2,1.0220816183495656
0,2,2.2155109312582857
0,2,2.024731193825798
0,1,7.326445226142238
0,1,7.4018273594520485
1,2,0.04825098090413249
1,2,1.1710194230300104
1,1,7.5886812096658245
0,0,5.071009245295223
0,1,7.4324767791445305
0,1,7.801994759324351
0,0,2.731551495269586
0,2,2.404849444084066
1,2,0.6245879105359007
0,0,4.255631320527212
0,2,2.6232635792580186
