,ndcg,P$@$k
102,0.995486310054677,0.0136986301369863
103,0.9954882492093129,0.015503875968992248
104,0.9954262120057982,0.01727447216890595
105,0.9953969029603721,0.017110266159695818
106,0.9953680421410017,0.01694915254237288
107,0.9953085236201213,0.016791044776119403
108,0.9952499833844486,0.0166358595194085
109,0.9951311640615829,0.018315018315018316
110,0.9951052053558003,0.018148820326678767
111,0.9950195019766042,0.019784172661870502
112,0.9949947713225653,0.0285204991087344
113,0.9949704188726016,0.03180212014134275
114,0.9949464112573698,0.03152364273204904
115,0.9949082333461285,0.03125
116,0.994827360993857,0.03098106712564544
117,0.994776271682066,0.030716723549488054
118,0.9947259396425878,0.030456852791878174
119,0.9947045037151293,0.030201342281879196
120,0.9946834138162106,0.029950083194675542
121,0.9946348803351639,0.0297029702970297
122,0.9946551861562598,0.029459901800327332
123,0.994716063536561,0.02922077922077922
124,0.9948573995089793,0.028985507246376812
125,0.994916114360528,0.02875399361022364
126,0.9950274304360506,0.028526148969889066
127,0.9951372730061768,0.02830188679245283
128,0.9952193339617821,0.028081123244929798
129,0.9953264148664912,0.02786377708978328
130,0.9953802308267502,0.027649769585253458
131,0.9954591042530945,0.027439024390243903
132,0.9955369459133577,0.02723146747352496
133,0.9956138060499927,0.02702702702702703
134,0.9957148961221426,0.026825633383010434
135,0.9958147067517226,0.029585798816568046
136,0.995888381681937,0.032305433186490456
137,0.9959611316598986,0.033527696793002916
138,0.9960084512749281,0.03473227206946455
139,0.9960795636265278,0.034482758620689655
140,0.9961256043481755,0.03566333808844508
141,0.9962191704507001,0.03541076487252125
142,0.9962638392403973,0.035161744022503515
143,0.9962842340298252,0.034916201117318434
144,0.9963279560808984,0.036061026352288486
145,0.9963711759817677,0.0371900826446281
146,0.9964604353729151,0.036935704514363885
147,0.9965023870918296,0.036684782608695655
148,0.9965438571368994,0.03643724696356275
149,0.9966076900758764,0.036193029490616625
150,0.9966934815252593,0.03994673768308921
151,0.9967557572437642,0.041005291005291
152,0.9968397393134358,0.04336399474375821
153,0.9969005000504004,0.04308093994778068
154,0.996960582436354,0.042801556420233464
155,0.9970199939073026,0.04381443298969072
156,0.9970787502208251,0.04353393085787452
157,0.997136870879016,0.044529262086514
158,0.9971727360080676,0.04424778761061947
159,0.9972727019348556,0.04396984924623116
160,0.9973609050678941,0.04369538077403246
161,0.9974587730192052,0.04466501240694789
162,0.9975133592852167,0.04438964241676942
163,0.9975883653893471,0.04411764705882353
164,0.9976834753488094,0.0438489646772229
165,0.9977568211667901,0.043583535108958835
166,0.9977881142345953,0.04332129963898917
167,0.9978601427740688,0.0430622009569378
168,0.9979314312672037,0.04280618311533888
169,0.9979410901849797,0.0425531914893617
170,0.9980112128688295,0.04230317273795535
171,0.9980605482782098,0.04205607476635514
172,0.9981293678605391,0.041811846689895474
173,0.9981776353218943,0.04157043879907621
174,0.9982254332984469,0.04133180252583238
175,0.9983120451959698,0.0410958904109589
176,0.9983587192077998,0.04086265607264472
177,0.9983854940466422,0.040632054176072234
178,0.9984313489670696,0.04040404040404041
179,0.9984767636301578,0.04017857142857143
180,0.9985408736874903,0.03995560488346282
181,0.998566298224506,0.039735099337748346
182,0.9985914777267273,0.03951701427003293
183,0.9985975813177066,0.039301310043668124
184,0.9986411131027949,0.03908794788273615
185,0.998684239981575,0.038876889848812095
186,0.9987084158478565,0.03866809881847476
187,0.9987508232580885,0.038461538461538464
188,0.9987744730218169,0.03825717321997875
189,0.9987979085002565,0.03805496828752643
190,0.9988393200342257,0.03785488958990536
191,0.9989165396559673,0.03765690376569038
192,0.9989390392616873,0.037460978147762745
193,0.9989971762560969,0.037267080745341616
194,0.9990904614320322,0.037075180226570546
195,0.9991474216713715,0.036885245901639344
196,0.9991862165207411,0.03669724770642202
197,0.9992598262581359,0.036511156186612576
198,0.9993327871381306,0.03632694248234107
199,0.9993702810440699,0.03614457831325301
200,0.9993901262879884,0.03596403596403597
201,0.9994615392167163,0.03578528827037773
202,0.9995151710198146,0.03560830860534125
203,0.999568340655708,0.03543307086614173
204,0.9995870393041858,0.03525954946131244
205,0.9996055815509497,0.03508771929824561
206,0.9996323910646324,0.03491755577109602
207,0.9996505765946444,0.03861003861003861
208,0.9995850714263416,0.043227665706051875
209,0.9995367407586114,0.04780114722753346
210,0.9994887964054011,0.05137963843958135
211,0.9994742106326906,0.05113636363636364
212,0.9994104997777522,0.05089538171536286
213,0.9993636431365372,0.05065666041275797
214,0.9993334329733345,0.05042016806722689
215,0.9993034631635528,0.05018587360594796
216,0.9992414703984133,0.04995374653098982
217,0.9991960299229756,0.049723756906077346
218,0.9991509420638202,0.04949587534372136
219,0.9991062067356771,0.04927007299270073
220,0.9990618238098476,0.04904632152588556
221,0.9990177808288285,0.04972875226039783
222,0.9989898032524047,0.04950495049504951
223,0.998930722762305,0.0492831541218638
224,0.998918883634541,0.04906333630686887
225,0.9988916059689154,0.04884547069271759
226,0.9988258583164015,0.04862953138815208
227,0.9987991165961181,0.04841549295774648
228,0.9987572429757859,0.04820333041191937
229,0.9987462365883909,0.04799301919720768
230,0.998720097371655,0.04778453518679409
231,0.9986789893775203,0.04844290657439446
232,0.998623098229167,0.04823428079242033
233,0.9985676191748175,0.048027444253859346
234,0.9984975707903407,0.04782237403928266
235,0.9985026129743354,0.047619047619047616
236,0.9984630514241657,0.04741744284504657
237,0.9984533721900605,0.047217537942664416
238,0.9984437646421874,0.047019311502938706
239,0.9983901729439933,0.047658862876254184
240,0.998336968909802,0.04746044962531224
241,0.9983059961157007,0.0472636815920398
242,0.9982970125950175,0.04706853839801817
243,0.9982880977626243,0.047697368421052634
244,0.9982360319894205,0.0475020475020475
245,0.9981843355725802,0.04730831973898858
246,0.9981472885112347,0.047116165718927704
247,0.998096261630724,0.04692556634304207
248,0.9980597806243879,0.04754230459307011
249,0.9980094172812667,0.04735152487961477
250,0.9979594044630793,0.04716227018385292
251,0.9979097352678971,0.04777070063694268
252,0.9978464265470287,0.047581284694686754
253,0.9977974713397937,0.04739336492890995
254,0.9977488487440579,0.04720692368214005
255,0.9976867353274569,0.047021943573667714
256,0.9976801341641182,0.0468384074941452
257,0.9976598562445829,0.04665629860031104
258,0.9976123607456183,0.046475600309837335
259,0.9975788100950946,0.046296296296296294
260,0.9975590556782152,0.04611837048424289
261,0.9975394291563343,0.04670750382848392
262,0.9975199306821037,0.04652936689549962
263,0.9975139933557461,0.04635258358662614
264,0.9974679471100185,0.046934140802422405
265,0.9974488736060472,0.04675716440422323
266,0.9974299269085156,0.04658151765589782
267,0.9973978539831967,0.04640718562874251
268,0.9973659922542274,0.04697986577181208
269,0.9973211881692832,0.048291233283803865
270,0.9972897771701719,0.049592894152479645
271,0.9972324441759045,0.049410029498525077
272,0.9972015036677985,0.04922850844966936
273,0.997183733235523,0.050512445095168376
274,0.9971531482553642,0.05105762217359591
275,0.9971227533568396,0.050872093023255814
276,0.9970925492855698,0.05068790731354091
277,0.9970753300422307,0.050505050505050504
278,0.9970582181660514,0.0503235082674335
279,0.9970539238715342,0.0508595988538682
280,0.9970243174066655,0.05067808708065667
281,0.9969948961586306,0.050497866287339974
282,0.9969908238717387,0.050318922749822824
283,0.9969867716484703,0.05014124293785311
284,0.9969452479008096,0.04996481351161154
285,0.9969164326904199,0.04978962131837307
286,0.9968877959581894,0.0496156533892383
287,0.9968469556787412,0.04944289693593315
288,0.9968433711237291,0.049271339347675226
289,0.9968398081078802,0.050484094052558784
290,0.996799498444134,0.05031013094417643
291,0.9967472097961091,0.050824175824175824
292,0.9967074103453959,0.05201916495550993
293,0.996667849209764,0.05252387448840382
294,0.9966164192625558,0.052345343303874914
295,0.9965713227702595,0.0521680216802168
296,0.9965325058015695,0.05199189736664416
297,0.9965178853965169,0.051816958277254375
298,0.9965033514145625,0.051643192488262914
299,0.9964889019750329,0.05213903743315508
300,0.99644485087362,0.05329780146568954
301,0.9964069714812585,0.053784860557768925
302,0.9963929083352361,0.054268696227663796
303,0.9963789312841392,0.05474934036939314
304,0.9963474432114477,0.055884286653517426
305,0.996321979108238,0.057667103538663174
306,0.9962966588589847,0.06139777922926192
307,0.9962598662767966,0.06510416666666667
308,0.9962348643591491,0.0681375730045425
309,0.9961984518916042,0.07115135834411385
310,0.9961622481197572,0.07414571244358478
311,0.9961434662078873,0.07712082262210797
312,0.9961305092581255,0.0800768737988469
313,0.9961062107186964,0.08301404853128991
314,0.9960820470882935,0.0859325270528326
315,0.9960466794274386,0.08883248730964467
316,0.9960283971463944,0.09171410499683745
317,0.9960608014171353,0.09331651954602774
318,0.9960930296464862,0.09302325581395349
319,0.9961362924212204,0.09273182957393483
320,0.9961793260043257,0.09306683322923173
321,0.9962332750785279,0.09339975093399751
322,0.996264714020823,0.0931098696461825
323,0.9963070693531099,0.09282178217821782
324,0.9963381488339701,0.0931523750771129
325,0.9963745737278897,0.0928659286592866
326,0.9964053148945397,0.09258123850398528
327,0.9964358933387266,0.09229828850855745
328,0.9964663112867687,0.09201706276660573
329,0.9965074679574263,0.09173754556500607
330,0.9965484110437371,0.09145972138098123
331,0.9965728932972514,0.09118357487922706
332,0.9966134529581209,0.09090909090909091
333,0.9966214802262856,0.09123649459783914
334,0.9966294663068515,0.09096349491322561
335,0.9966481246139327,0.09069212410501193
336,0.9966666885840537,0.09042236763831053
337,0.9967171252926668,0.09193357058125741
338,0.9967460540764288,0.09225310467179183
339,0.996785436879303,0.09316037735849056
340,0.9968034787066336,0.09406231628453851
341,0.9968425121445755,0.09437280187573271
342,0.9968708370425932,0.09585037989479836
343,0.996919989643947,0.09615384615384616
344,0.9969584375783302,0.09587449157466589
345,0.996986267747714,0.09617612977983778
346,0.9970347608924778,0.097631426920855
347,0.9970726424106802,0.09735023041474654
348,0.9971206817210613,0.09764503159103963
349,0.9971478482553477,0.09851088201603665
350,0.9971851722391486,0.09937178754997145
351,0.9972017892645411,0.10022779043280182
352,0.9972490296321851,0.10051107325383304
353,0.9972654167882803,0.10022650056625142
354,0.9972919027684,0.09994353472614342
355,0.9973182627363453,0.09966216216216216
356,0.9973444938177833,0.09938236945536216
357,0.9973706022781678,0.09910414333706608
358,0.997386505457682,0.09882747068676717
359,0.9974123846536839,0.09855233853006681
360,0.9974481612600521,0.09883398112159911
361,0.9974637720142994,0.09856035437430787
362,0.9974793085228052,0.09828823854224185
363,0.9975047171327296,0.09801762114537445
364,0.9975300055273226,0.09774848984074684
365,0.9975650712724641,0.09748083242059145
366,0.9975802294914513,0.09721463681048607
367,0.9976051653217728,0.09694989106753812
368,0.9976201618672821,0.09668658337859859
369,0.9976350890704513,0.09642470205850487
370,0.9976694903344937,0.09616423554835224
371,0.9977037324282043,0.09644396551724138
372,0.9977183690555439,0.09618484685652874
373,0.9977329366232975,0.09592711682743837
374,0.9977474390693789,0.09620523784072689
375,0.997761872743099,0.09594882729211088
376,0.9977954947147332,0.09569377990430622
377,0.9978193582375594,0.09544008483563096
378,0.9978526971095621,0.09518773135906927
379,0.9978858821260578,0.0949367088607595
380,0.9978998489060231,0.09468700683850605
381,0.9979137523914229,0.0944386149003148
382,0.9979275943406889,0.09471480900052329
383,0.9979508371832567,0.09446764091858037
384,0.9979550933600166,0.09422175950026028
385,0.9979781662917124,0.09397715472481828
386,0.997991739739106,0.09373381667529777
387,0.9980052544988799,0.09349173553719008
388,0.9980280576480106,0.09325090159711488
389,0.9980414338613294,0.09301130524152107
390,0.9980547495127966,0.09277293695540749
391,0.9980819306374114,0.09253578732106339
392,0.9981228844061392,0.09229984701682815
393,0.9981451802675363,0.09206510681586978
394,0.9981765967954203,0.09183155758498224
395,0.9981986782751299,0.09159919028340081
396,0.9982390118504758,0.09136799596163554
397,0.9982517109885022,0.09113796576032225
398,0.9982597887693822,0.09141135107985937
399,0.9982632766339612,0.09168336673346693
400,0.9982849288691795,0.09145427286356822
401,0.9982883503757544,0.09172482552342971
402,0.9983279445845983,0.0919940328194928
403,0.9983402915348366,0.09176587301587301
404,0.9983615908224511,0.09153884215734785
405,0.9983917835580461,0.09131293188548864
406,0.9984128823514841,0.0915805022156573
407,0.9984338918939212,0.09135559921414538
408,0.9984458886475093,0.09113179813816756
409,0.998475640405189,0.09090909090909091
410,0.9984875021560476,0.09068746952705997
411,0.998517036654096,0.09046692607003891
412,0.9985376052359137,0.09024745269286755
413,0.998566910230787,0.09002904162633107
414,0.9985872890005958,0.08981168517624336
415,0.9986119733195588,0.08959537572254335
416,0.9986409388940878,0.08938010571840461
417,0.9986610384916937,0.08916586768935762
418,0.998672333094428,0.08943089430894309
419,0.9987009884571076,0.0892175572519084
420,0.998720839341224,0.08900523560209424
421,0.9987319431929356,0.08879392212725547
422,0.9987516495280666,0.08905731880625296
423,0.9987626474948496,0.0888468809073724
424,0.9987649908742059,0.0891089108910891
425,0.9987759142463787,0.08936970837253057
426,0.9988039345657962,0.08916001877053027
427,0.998823289935598,0.08895131086142322
428,0.9988510985125999,0.08874357776739841
429,0.998853250689532,0.08853681267474371
430,0.9988893782016615,0.08833100883310088
431,0.9988914496527366,0.08812615955473098
432,0.9989358103585672,0.0879222582137899
433,0.998963110943385,0.08771929824561403
434,0.998969243169327,0.08751727314601566
435,0.9989795546405295,0.08777573529411764
436,0.9990149849236357,0.08757450710683173
437,0.9990335361109844,0.08737419945105215
438,0.9990520146199879,0.08717480602464628
439,0.9990704199027767,0.08697632058287796
440,0.9990887524063483,0.08677873693775556
441,0.9991070125756908,0.08658204895738894
442,0.9991251993898872,0.08683853459972862
443,0.99912678966104,0.08709386281588448
444,0.9991613566900993,0.08689779378658262
445,0.999187558755538,0.0867026055705301
446,0.9992054489324107,0.08650829224562977
447,0.9992232684686699,0.08631484794275492
448,0.9992410192146852,0.08612226684515842
449,0.9992668617598767,0.08593054318788958
450,0.9992844591861966,0.08573967125721901
451,0.9993101154288938,0.08554964539007093
452,0.9993437827382109,0.08536045997346307
453,0.9993773210141843,0.08561341571050309
454,0.9993865019517739,0.08542492294143549
455,0.9994198260273353,0.0852372583479789
456,0.9994449798418683,0.08505041648399825
457,0.9994860896223596,0.08486439195100612
458,0.9994950056368742,0.08467917939764295
459,0.9995198741983947,0.08449477351916376
460,0.9995366702085728,0.08431116905693177
461,0.9995534031293317,0.08456201214223764
462,0.9995780165876931,0.08437905668541756
463,0.9995866816062202,0.08419689119170984
464,0.9996150929320015,0.08401551055579491
465,0.9996591870919209,0.08383490971625107
466,0.9996715913514655,0.08494208494208494
467,0.9996485503621485,0.08690068493150685
468,0.999633443651513,0.0888509184109355
469,0.9996223078643637,0.0907928388746803
470,0.9995994831728026,0.09272649936197362
471,0.9995845472284467,0.09550084889643463
472,0.999554086526313,0.09741634900465904
473,0.999523735936647,0.09932375316990702
474,0.9995012548957491,0.10122311261071278
475,0.99948659646766,0.10311447811447812
476,0.9994642644185863,0.10541789164216715
477,0.9994497238700797,0.10729253981559095
478,0.9994198389035295,0.10915934755332497
479,0.9993977437405056,0.11101836393989983
480,0.9993757281819354,0.11286963765097877
481,0.9993461360880964,0.11263507896924356
482,0.9993166482821934,0.11240149315636665
483,0.9992796401082957,0.11258278145695365
484,0.9992655968986948,0.11235026848409747
485,0.9992592000405174,0.11211871393239901
486,0.9992300773998091,0.11188811188811189
487,0.9991934899576662,0.11206896551724138
488,0.9991721384915363,0.11183941007783695
489,0.9991584005891935,0.1116107931316435
490,0.9991371849740527,0.11138310893512852
491,0.9991160434193096,0.11115635179153094
492,0.9990799823188558,0.11093051605038602
493,0.9990664961594725,0.11070559610705596
494,0.9990455871975519,0.11048158640226628
495,0.9990061125611782,0.11025848142164782
496,0.9989779375844452,0.11043933897621927
497,0.9989498590788315,0.11061946902654868
498,0.9989367055279291,0.11079887595343235
499,0.9989161965922186,0.11137820512820513
500,0.9988883718305663,0.11155537784886045
501,0.9988753883661536,0.11292897047086992
502,0.9988403705626056,0.11389884508164078
503,0.9988128189680507,0.11446740858505565
504,0.9987926929951595,0.11463704879016264
505,0.9987799549457208,0.11520190023752969
506,0.9987599532340258,0.11615962070327934
507,0.9987473125026716,0.11750788643533124
508,0.998727436361433,0.1188508461235734
509,0.9987076251123301,0.1190102120974077
510,0.9986733758804148,0.1195609564876519
511,0.9986464823420087,0.12089201877934272
512,0.9986269051028938,0.12221788363920344
513,0.9986073923766021,0.12275915822291504
514,0.9985807444633806,0.12368728121353559
515,0.9985541855025093,0.12422360248447205
516,0.9985205407147116,0.12514529252227818
517,0.9984870078255644,0.12606341840680588
518,0.998475034951242,0.1273639521420301
519,0.998441691229921,0.12750385208012327
520,0.9984298302981278,0.12841214917339486
521,0.9983966739298312,0.1289332310053722
522,0.9983778255459256,0.13021830716200689
523,0.998373210033137,0.13035168195718655
524,0.9983544631158447,0.13010301411674932
525,0.9983357779976706,0.12985529322162986
526,0.9983030554628152,0.12960851387305208
527,0.9982739581083167,0.12936267071320182
528,0.9982414435044035,0.12911775842483908
529,0.9982160473944339,0.1292517006802721
530,0.9981837333755439,0.12900792153904186
531,0.9981585124017428,0.12876506024096385
532,0.998140348175489,0.12852311161217586
533,0.9981361686343155,0.12865716429107277
534,0.9981250509872565,0.12841632347435417
535,0.9980931520736471,0.1281763826606876
536,0.998068283313177,0.1286833271167475
537,0.9980573250384095,0.12844378257632166
538,0.9980325940068959,0.12857673727238944
539,0.9980010511250941,0.12833827893175073
540,0.9979799295957696,0.1281007034431692
541,0.9979691770866348,0.1278640059127864
542,0.9979481738690302,0.12762818148284766
543,0.9979306591829374,0.12739322533136965
544,0.9979063677060716,0.12715913267181184
545,0.9979094382079884,0.1269258987527513
546,0.9978852604922986,0.12669351885756133
547,0.9978747549293453,0.12646198830409358
548,0.9978574956728536,0.12623130244436337
549,0.9978402903577505,0.1260014566642389
550,0.9978163751160782,0.1257724463831334
551,0.9978060402010271,0.12590711175616837
552,0.9977957385318,0.12640347700108656
553,0.9977854684084924,0.1265365148228489
554,0.9977617926430268,0.12630819198845183
555,0.9977448976944866,0.12644092219020173
556,0.9977213589466234,0.12657317511686444
557,0.9977112640738234,0.12706389088298636
558,0.9976911884920604,0.12719455392332496
559,0.9976811703125293,0.12804005722460657
560,0.9976578788557678,0.12781149589432345
561,0.9976280181872065,0.12794012829650747
562,0.9976015646347145,0.12771255780860905
563,0.9975851203167513,0.1278409090909091
564,0.997562117901838,0.12867777383906417
565,0.9975325890993608,0.12915782024062278
566,0.9975163244611387,0.12892970681737903
567,0.9975066834393065,0.12940761636107193
568,0.997490508480133,0.12917986624428018
569,0.9974743818107435,0.12895291637385806
570,0.9974452167410465,0.12907751666082076
571,0.9974226736311068,0.12920168067226892
572,0.9973936756846392,0.12897588255854597
573,0.9973777896179138,0.12909979064898813
574,0.9973749541369777,0.12922326715430163
575,0.9973526543307303,0.12969401947148818
576,0.997323940841254,0.1298160360985769
577,0.9973017840195167,0.13028413028413027
578,0.9972990720262749,0.13075060532687652
579,0.9972834699613768,0.13087016574585636
580,0.9972614752814191,0.1313340227507756
581,0.9972524036608404,0.13145216792842396
582,0.9972305217527622,0.13191343181037443
583,0.9972022967054371,0.13237311385459533
584,0.9971805527648292,0.1328312221841835
585,0.9971780376791353,0.13362952836637046
586,0.9971627749639017,0.13442511088365747
587,0.9971411889012824,0.13521798365122617
588,0.9971228443914842,0.13600816048962938
589,0.997107729216045,0.13747454175152748
590,0.9970863198653264,0.13791934937309386
591,0.9970586460360392,0.13903924221921515
592,0.9970436876299269,0.13947990543735225
593,0.997028773484402,0.14025623735670936
594,0.9970264985289817,0.141029956243689
595,0.9970053659586465,0.14146505376344087
596,0.996990573584809,0.14256960751425696
597,0.9969695562923682,0.14300066979236437
598,0.9969485999522452,0.14309595453025745
599,0.9969339524631656,0.14419225634178906
600,0.9969318266408398,0.1449516827724092
601,0.9969172464242038,0.1453759148369927
602,0.99689648926612,0.1461308535370309
603,0.9968882123822352,0.14721485411140584
604,0.9968675581112197,0.14796425024826215
605,0.9968469620635046,0.14871116986120292
606,0.9968387891201146,0.15011547344110854
607,0.9968244672178918,0.15151515151515152
608,0.9968070949250359,0.15159487010851694
609,0.9967958861233845,0.15134602757715035
610,0.9967969972160987,0.15109800065552279
611,0.9967981056865396,0.15085078534031413
612,0.9967991913140424,0.15060437765436133
613,0.9968094195064418,0.15035877364644487
614,0.9968135117542307,0.15011396939107782
615,0.9968419864948479,0.1498699609882965
616,0.9968642938507238,0.14962674456345343
617,0.9968926197857072,0.14938431626701232
618,0.9969087249060289,0.14914267227434488
619,0.996915691254515,0.14890180878552972
620,0.9969377730791812,0.14866172202515318
621,0.9969537505982469,0.14842240824211203
622,0.9969696839351105,0.1481838637094182
623,0.9969735193643223,0.1495507060333761
624,0.9969953986338139,0.15091316885613584
625,0.9970172185708513,0.15227127319257838
626,0.9970329789590708,0.15362503992334717
627,0.99704270388636,0.15529336734693877
628,0.9970613774457389,0.15663801337153774
629,0.9970829883326505,0.15797838525111252
630,0.9970926085421994,0.15931450333227548
631,0.99710816075556,0.16064638783269963
632,0.9971236705913068,0.16197405884213856
633,0.9971391391586995,0.16361339229311433
634,0.9971575309863192,0.16493219804478082
635,0.9971788358800109,0.16624685138539042
636,0.9971941694712991,0.1675573718956303
637,0.997209462042338,0.16886377903327057
638,0.9972188151082639,0.17016609213412723
639,0.9972340322981864,0.17177722152690864
640,0.9972492100975556,0.17307091533895658
641,0.9972526023076198,0.1743605739238927
642,0.9972589171223873,0.1756462161320461
643,0.9972798539943777,0.17692786069651742
644,0.9972861172987209,0.17820552623408878
645,0.9973069616627679,0.17978921264724115
646,0.9973277516592483,0.18136799752398639
647,0.9973484859478448,0.1826328800988875
648,0.9973691667569199,0.18389385991977786
649,0.9973897923075093,0.185150955021565
650,0.997398768219876,0.1864041833282067
651,0.9974135103062827,0.18765356265356264
652,0.9974195412140725,0.18889911070223858
653,0.9974226698384658,0.19014084507042253
654,0.9974430866929461,0.19137878324671354
655,0.9974634496748609,0.19291819291819293
656,0.9974722614862725,0.19414812557147212
657,0.9974781798574215,0.19537431527693244
658,0.9974926831360933,0.19690063810391978
659,0.9975071479638381,0.19842233009708737
660,0.9975272935945192,0.19963647379581945
661,0.9975473865153063,0.20084694494857835
662,0.9975674284264915,0.20205376019329507
663,0.9975760310981854,0.20325693606755127
664,0.9975817688187282,0.20355314664257754
665,0.9975903304730488,0.20324714371617558
666,0.9975988701528138,0.20294205944160912
667,0.9976073881545134,0.2029376498800959
668,0.9976102293121193,0.20263394193355283
669,0.997613063208116,0.2023311416616856
670,0.9976328077429276,0.20202924500149208
671,0.9976525015392618,0.20172824791418356
672,0.9976665220632325,0.20142814638500448
673,0.9976805063332326,0.20112893642305407
674,0.9976944549034307,0.20083061406110947
675,0.9977083681186489,0.20053317535545023
676,0.9977138567567035,0.2002366163856847
677,0.9977332951859439,0.19994093325457768
678,0.9977471072455241,0.19964612208787968
679,0.9977664538526996,0.19964664310954064
680,0.9977857519606387,0.19935313143193178
681,0.9978050019577063,0.1990604815032296
682,0.9978131070422009,0.19876868953386104
683,0.9978211920072102,0.19847775175644028
684,0.997829256532321,0.19818766442560654
685,0.997840063890741,0.1981903093987157
686,0.9978591219646884,0.19848440687846108
687,0.9978726214927462,0.19819557625145517
688,0.9978833356687411,0.1984888113920372
689,0.9979022676154381,0.1987811955890888
690,0.9979101750806555,0.19849319037960012
691,0.9979235442793661,0.19849537037037038
692,0.9979368801736197,0.19849754406240971
693,0.9979501834724459,0.1984997114829775
694,0.9979498037941794,0.1982137712474791
695,0.9979739624487158,0.19821634062140392
696,0.9979817245336648,0.1979316288422867
697,0.9979840295256,0.19793459552495696
698,0.9980026227169262,0.1979375537095388
699,0.9980157456348434,0.19794050343249428
700,0.9980288369690907,0.19765781205369895
701,0.9980418964590655,0.19737592698231604
702,0.998052221889611,0.19709484477356878
703,0.9980679178424492,0.19681456200227532
704,0.9980754929040795,0.19653507526270947
705,0.99808843117809,0.19625638116846283
706,0.9981013374435302,0.19597847635230814
707,0.9981195802194225,0.1959841628959276
708,0.9981324184568866,0.19570742728042925
709,0.9981452254266201,0.19571347997743938
710,0.9981473080186666,0.19571951562940018
711,0.9981573950380931,0.1954443194600675
712,0.9981567921283677,0.19573153608536928
713,0.9981748318590166,0.1957375210319686
714,0.9981821897098586,0.19574348921870624
715,0.9981948428328716,0.1960290827740492
716,0.9982180760274434,0.19575537559340966
717,0.9982253576158563,0.1954824316787507
718,0.998237913939354,0.19548872180451127
719,0.9982557249242722,0.19521690767519467
720,0.9982576584089957,0.19494584837545126
721,0.9982648591773412,0.194675540765391
722,0.9982773076203103,0.19440598172251453
723,0.9983002430517006,0.19413716814159293
724,0.9983126213494237,0.19386909693454846
725,0.9983118574217628,0.19360176503033646
726,0.9983241906675694,0.19333516937482786
727,0.9983364952718273,0.19306930693069307
728,0.9983435452508651,0.19280417467728647
729,0.99834536051259,0.1925397696105321
730,0.9983549896256796,0.1922760887428102
