pos,Group [0 0],Group [0 1],Group [0 2],Group [1 0],Group [1 1],Group [1 2]
46000.0,0.3501445620747375,0.17677876567900697,0.1055411838873068,0.3346666376817895,0.032868850677159195,0.0
47000.0,0.34269483628007913,0.1779962128465352,0.11155081806770069,0.33167379417459203,0.036084338631092956,0.0
48000.0,0.33555550926022376,0.17935043019937086,0.11712255994666777,0.3247640674152622,0.043207433178475446,0.0
49000.0,0.3287075773963797,0.17569029203485642,0.12091589967551683,0.3246668435338054,0.05001938735944164,0.0
50000.0,0.3221335573288534,0.18269634607307852,0.12789744205115897,0.31817363652726943,0.04909901801963961,0.0
51000.0,0.31581733691496244,0.18283955216564382,0.13248759828238663,0.31193506009686084,0.05692045254014627,0.0
52000.0,0.3097440433837811,0.17980423453395128,0.13215130478260034,0.3120901521124594,0.06621026518720793,0.0
53000.0,0.3038999264164827,0.18112865794985,0.1342993528423992,0.30620176977792873,0.07447029301333936,0.0
54000.0,0.29827225421751447,0.18255217495972298,0.13934927130979055,0.30053147163941407,0.07929482787355789,0.0
55000.0,0.29284922092325594,0.18346939146560973,0.1438337484773004,0.29506736241159254,0.08478027672224141,0.0
56000.0,0.28761986393100125,0.184639560007857,0.14817592542990304,0.2897983964572061,0.08976625417403261,0.0
57000.0,0.2825739899300012,0.18361081384537115,0.1530148593884318,0.2847143032578376,0.09608603357835828,0.0
58000.0,0.27770210858433475,0.18342787193324253,0.15037671764279925,0.28528818468647094,0.10320511715315253,0.0
59000.0,0.2729953729597803,0.183251131336757,0.15459060015931933,0.28045287368010713,0.10871002186403621,0.0
60000.0,0.26844552590790155,0.18414693088448525,0.15856402393293445,0.27577873702104966,0.1130647822536291,0.0
61000.0,0.26404485172374226,0.18499696726283177,0.1622268487401846,0.2712578482319962,0.11747348404124522,0.0
62000.0,0.25978613248173416,0.18583571232722054,0.16544894437186497,0.2668827922130288,0.12204641860615151,0.0
63000.0,0.2556626085300233,0.18661608545896097,0.16677513055348328,0.2626466246567515,0.12829955080078095,0.0
64000.0,0.2516679426883955,0.1872939485320542,0.16754425712098248,0.25854283526819893,0.1349510163903689,0.0
65000.0,0.24779618775095769,0.1880124921155059,0.1691358594483162,0.25456531437977875,0.14049014630544146,0.0
66000.0,0.24404175694307662,0.1886183542673596,0.1724973864032363,0.2507083226011727,0.14413417978515478,0.0
67000.0,0.24039939702392502,0.18947478395844838,0.17743018760914017,0.2469664631871166,0.14572916822136983,0.0
68000.0,0.2368641637622976,0.189864854928604,0.17846796370641607,0.2433346568432817,0.1514683607594006,0.0
69000.0,0.23343139954493414,0.1885334995144998,0.180779988695816,0.23980811872291705,0.15744699352183303,0.0
70000.0,0.23009671290410136,0.18769731860973415,0.18344023656804903,0.23638233739518008,0.16238339452293538,0.0
71000.0,0.22685595977521444,0.1886170617315249,0.18409599864790638,0.23305305559076633,0.16737792425458797,0.0
72000.0,0.22370522631630116,0.18920570547631282,0.18555297843085514,0.22981625255204788,0.171719837224483,0.0
73000.0,0.22064081313954603,0.18980561910110821,0.18657278667415514,0.22666812783386528,0.17631265325132534,0.0
74000.0,0.21765922082134026,0.19029472574694936,0.18809205281009717,0.22360508641775112,0.17393008202591856,0.006418832177943541
75000.0,0.21475713657151238,0.18775749656671245,0.19003746616711778,0.22062372501699978,0.176864308475887,0.009959867201770643
76000.0,0.21193142195497428,0.18812910356442678,0.1916948461204458,0.2177208194629018,0.18069499085538349,0.00982881804186787
77000.0,0.20917910157010947,0.18824430851547383,0.19381566473162687,0.21489331307385617,0.18416643939689095,0.0097011727120427
78000.0,0.2064973525980436,0.18834373918283098,0.19133088037332854,0.2121383059191549,0.18436943116113896,0.017320290765503007
79000.0,0.20388349514563106,0.18639004569562412,0.18890900115188416,0.20945304489816585,0.18203567043455146,0.029328742674143364
80000.0,0.2013349833127086,0.18639767002912463,0.190835114561068,0.20683491456356795,0.1856351795602555,0.028962137973275334
81000.0,0.19884939692102566,0.18673843532795892,0.18847915457833853,0.20428142862433796,0.18334341551338873,0.038308169034950185
82000.0,0.1964244338483677,0.18446116510774258,0.1874001536566627,0.20179022207046254,0.18110754746893332,0.04881647784783112
83000.0,0.19405790291683234,0.18511825158733028,0.18763629353863207,0.19935904386694137,0.18490138673028036,0.048927121359983616
84000.0,0.19174771728907988,0.18291448911322483,0.18540255473149128,0.19698575016964084,0.18270020594992917,0.06024928274663397
85000.0,0.18949188833072553,0.18076257926377337,0.1870095645933577,0.1946682980200233,0.18071552099387067,0.06735214879824943
86000.0,0.18728851990093137,0.18327693864024838,0.1848350600574412,0.1924047394797735,0.1834513552167998,0.06874338670480576
87000.0,0.1851358030367467,0.18117033137550143,0.1827105435569706,0.19019321616992907,0.18134274318685992,0.07944736267399226
88000.0,0.183032010999875,0.17911160100453405,0.1841342712014636,0.18803195418233884,0.18058885694480745,0.08510130566698106
89000.0,0.1809754946573634,0.17936877113740296,0.1820653700520219,0.18591925933416478,0.18203166256558914,0.08963944225345782
90000.0,0.17896467817024256,0.1773758069354785,0.18004244397284475,0.18385351273874734,0.18000911100987768,0.0997544471728092
91000.0,0.17699805496642895,0.17542664366325644,0.17806397731893056,0.18183316666849814,0.17803101064823462,0.10964714673465127
92000.0,0.17507418397626112,0.17351985304507558,0.1761285203421702,0.1798567406876012,0.1760959120009565,0.11932478994793534
93000.0,0.17319168611090202,0.17361103644046838,0.17720239567316481,0.1779228180342147,0.17786905517144977,0.12020300856980032
94000.0,0.17134924096552165,0.171764130168828,0.17531728385868237,0.17603004223359325,0.17643429325219945,0.12910500952117532
95000.0,0.16954558373069759,0.17189292744286902,0.17347185819096642,0.1741771139251166,0.17457710971463458,0.13633540699571584
96000.0,0.16777950229685107,0.17010239476672118,0.17166487849084905,0.17236278788762618,0.17275861709773857,0.14533181946021395
97000.0,0.16604983453778827,0.16834877990948546,0.16989515572004413,0.17058587024876032,0.17097761878743517,0.15414274079648663
98000.0,0.16435546576055346,0.16663095274538015,0.1681615493719452,0.16884521586514423,0.16923296701054072,0.16277384924643626
99000.0,0.16521045241967253,0.1655134796618216,0.1670791204129251,0.16779628488601125,0.16840233937030938,0.16599832324926012
