,sex,LSAT,UGPA,ZFYA,uuid,fairScore
127,0,40.0,3.6,0.55,5a662e37-5ca0-429f-86a5-913d94ec950b,41.128086880515056
128,0,38.0,3.8,0.55,0fe6d559-24f1-4fa1-a2cf-8a1d53d34966,38.947657559761005
129,1,41.0,3.3,0.64,ffe26726-caa3-4612-aa76-8b58eefb37ea,41.22630579874763
130,0,34.0,2.9,-0.25,96c9c236-478c-4731-89f7-e1e73aa3886a,34.6927049560748
131,0,40.0,3.1,1.08,cded1a52-9205-43f3-8ddb-2d92d782aead,41.128086880515056
132,1,38.0,3.3,-0.02,d3580bba-fc00-41c1-a6a4-ce54e0e86568,39.08247249381067
133,1,40.0,3.2,1.89,b8e346ef-bcfd-4839-8561-9253e9c35053,41.22630579874763
134,0,32.5,3.4,-0.17,c0355eae-ca2f-4323-a602-7ba0d1ca275d,32.630521057083385
135,1,41.0,3.4,0.17,a83334f6-659b-49bf-a08e-a0b10fb8a3d3,41.22630579874763
136,1,37.0,3.5,-0.13,1e6ad840-7c36-4fde-a322-95e913bcd21e,36.875775344863534
137,0,41.0,3.3,1.51,f786dde2-30d3-463f-a63e-de52039c8dac,41.128086880515056
138,1,39.0,3.6,-0.66,fc6404bf-0456-4584-9230-987f85a9b74c,39.08247249381067
139,0,38.0,3.5,0.42,deeb4c04-6647-4851-af72-97cd879f6c8e,38.947657559761005
140,0,42.0,3.1,0.68,94badad2-c245-4773-b014-fcf8b80ddb21,43.32010792650486
141,1,37.0,3.6,1.27,0140cb82-d5e7-4d8c-95ef-4c14144c4ebd,36.875775344863534
142,1,32.0,2.8,-1.28,63610b13-f611-468b-9fc9-8ccdf175d522,32.718512381198344
143,1,39.0,3.6,-0.22,a584e92d-d42c-4674-8834-4f9f21a638ec,39.08247249381067
144,1,32.0,2.8,-1.09,6b03f1cd-9ccf-48ff-9f6a-ed8afb35d6bb,32.718512381198344
145,0,41.0,3.1,-0.51,5ecdfa27-eea9-43e4-9fc7-bc7700cc257f,41.128086880515056
146,1,36.0,3.7,0.17,c35c5b3c-50a1-4200-9dce-f9aa4e80517e,36.875775344863534
147,0,38.0,3.4,-1.19,5543d4d1-ae74-46ac-8c81-664246885da7,38.947657559761005
148,0,34.0,3.3,1.02,9078386c-3f50-40f4-a591-97760c79d4e7,34.6927049560748
149,0,38.0,3.6,0.36,507031db-70c7-498d-8327-acbba821dd49,38.947657559761005
150,0,43.0,2.9,0.59,b6cfec11-46b6-4cdb-bf29-6fd3a6b10d36,43.32010792650486
151,1,35.0,3.7,0.64,d548c498-fe04-47e7-9758-d88ef332fddd,34.761764722637
152,0,37.0,3.6,-0.77,542e1ef7-8da7-4d1c-b589-7eae140ba01d,36.820769911407766
153,1,37.0,3.9,1.36,89d14613-15f8-4eb5-8683-52664a809eae,36.875775344863534
154,0,40.0,3.2,0.59,c7cf6680-aada-4d83-803d-ed1c01cd2297,41.128086880515056
155,1,45.0,3.2,1.57,ff01f15e-8c79-4ec1-b836-882ba5454cf6,45.39589972179137
156,0,39.5,3.3,0.55,509d044f-d335-4926-9676-720ac27af8b2,41.128086880515056
157,0,40.0,3.3,2.15,f61f8921-9f2a-403b-9e9b-78160698c8b7,41.128086880515056
158,1,38.0,3.4,-1.0,ed10de3f-447c-4b68-8ef1-f042c7f5def6,39.08247249381067
159,0,40.0,3.4,1.36,d85d2678-b71d-4f74-8c7c-fc1210580be5,41.128086880515056
160,1,32.5,2.8,-0.92,5d25d660-e755-47af-a85d-f1b4b232fb23,32.718512381198344
161,0,36.0,3.7,0.1,f3de79c6-b5c4-4ef8-b0e0-34f8b77d8b1b,36.820769911407766
162,1,30.0,3.5,-1.75,daa92482-dec9-460d-80f4-6c9e9e877b77,30.671193910989064
163,0,37.0,3.7,0.74,fb1e9f25-1d3f-4073-9bb9-9e0c2d4c5ef1,36.820769911407766
164,1,35.5,3.0,-1.73,d74e239b-bc25-4c6e-936d-26a40da04689,36.875775344863534
165,1,31.0,3.4,-0.23,27613083-21d0-4346-af17-77e5437ea9f5,30.671193910989064
166,0,36.0,2.7,-0.36,e6c21edd-7aec-4ae9-a2dc-fbc4bf3da7fa,36.820769911407766
167,1,35.0,2.9,1.25,a1c609ff-d302-4a84-8364-7a6a94d00520,34.761764722637
168,1,28.5,3.2,0.57,635d39de-7196-49af-af4e-e6f98ff81677,28.639243618627056
169,0,39.0,2.4,0.16,895631d7-1868-4112-8269-e6bd19518064,38.947657559761005
170,1,41.0,3.9,1.17,17a0b3e4-5ed8-4b3f-9084-c505fee8fc99,41.22630579874763
171,0,29.0,3.5,0.2,5bf03352-0534-4ec0-bb8d-7262bb085bd5,28.529235516974047
172,0,36.5,3.1,-0.56,03ed4685-c0db-4317-9bf5-cebef34f99cd,36.820769911407766
173,0,39.0,3.8,-0.32,b843e914-c0bd-4d55-b652-56661746d4de,38.947657559761005
174,0,36.0,3.0,0.36,a4af754a-6945-440b-a2c7-41bef35db625,36.820769911407766
175,0,36.0,2.9,-0.8,67aba635-1b70-41b8-8267-0d0861f6b5be,36.820769911407766
176,0,36.0,2.9,0.89,1f7a2240-fe15-40d7-a7a8-413ff0351da9,36.820769911407766
177,0,37.0,2.8,0.77,1c122be4-b3bd-4eda-aecf-8a239ef4340d,36.820769911407766
178,0,38.0,3.2,0.48,3362b22e-84cb-4d6a-94d8-3ef626ae5c20,38.947657559761005
179,0,31.5,3.1,0.36,7c0d4454-ba4c-48de-85c5-51c428a3219a,32.630521057083385
180,0,37.0,3.1,0.0,483e3768-3b5e-47ca-b2d2-c05f73f0344d,36.820769911407766
181,0,26.75,3.3,-0.41,3c35b222-e981-42cf-8ed2-3935ab08349e,26.566431041439046
182,1,32.0,3.7,-0.85,3c93392e-2b78-45b8-ba2a-1524936e7a4d,32.718512381198344
183,1,31.0,3.0,0.44,33834ee3-b138-4c0f-bd3c-5a6580976433,30.671193910989064
184,1,32.75,3.1,0.2,e26050ac-21b1-4f47-9f2a-8698248bb00f,32.718512381198344
185,0,35.0,3.2,-0.28,b485b4dc-b7e8-4da4-82f6-334a77740d7c,34.6927049560748
186,1,31.0,3.2,2.48,181dd257-5666-4f3e-ba9e-33ac8198f6f7,30.671193910989064
187,0,33.0,3.0,-0.4,2fbfebb7-e273-4f40-aa73-7d8a76fce2a1,32.630521057083385
188,1,33.0,3.1,0.61,2378e2cd-b9a6-4548-aaae-0320b6c978c5,32.718512381198344
189,0,34.5,2.9,0.52,b8996bba-0cd5-4ba3-a085-a7dc648a7d83,34.6927049560748
190,1,39.0,4.1,1.25,dc6a240d-0e48-4eb4-a1c0-b78734e2cdd5,39.08247249381067
191,0,34.0,3.1,-0.6,bda00ffd-d7b1-4446-85de-f3f0685a1949,34.6927049560748
192,0,34.0,2.8,1.51,48fee349-d677-4451-8467-832a1be0d9af,34.6927049560748
193,1,37.0,2.8,-0.23,fb9183f8-ef24-493d-a8f3-4a0e96717fba,36.875775344863534
194,1,25.0,3.2,-0.64,2bfc5a0e-9ec1-4f7a-8877-54e2de957973,24.604971396253838
195,0,33.0,2.9,0.69,a8f96b27-92c3-4c5f-95bd-1fe257a9d006,32.630521057083385
196,1,29.0,3.1,-1.45,4b739bf4-0a15-49b3-ae66-6f0c961f14f3,28.639243618627056
197,1,34.0,3.0,-0.24,37158d5d-237b-4f5b-bd3e-cbc5bf0ea9d8,34.761764722637
198,1,34.0,2.7,1.51,890d9cb1-1944-4593-93e5-9e05bbaf6d77,34.761764722637
199,1,30.5,3.0,-1.09,083f25d8-c3b1-4044-8388-76fe350838c7,30.671193910989064
200,1,33.0,3.3,0.89,f67dc094-d821-4b3f-b031-9994b642b194,32.718512381198344
201,0,34.0,2.9,-1.93,dc75ffdb-9261-4676-b02d-9752e10c4c70,34.6927049560748
202,1,30.0,3.4,0.73,44e96e1c-0186-4838-b956-00798169b013,30.671193910989064
203,1,38.0,2.4,-0.2,59aaa256-2983-4984-975c-c8ab289d383b,39.08247249381067
204,0,32.5,3.1,0.93,91cf9b54-975f-492b-8f4f-1e0c8c7e2013,32.630521057083385
205,1,40.0,4.0,1.17,9606176e-1db9-451f-8dc2-2e03d79307e1,41.22630579874763
206,1,42.0,4.0,0.97,3dc3c745-63fd-462e-9d92-8451ac5fbcda,43.42322543186827
207,1,35.0,3.2,0.27,86baa343-a6df-43ec-80d8-f61486c1d93d,34.761764722637
208,1,29.0,3.4,-0.52,0296d879-59ec-4ed8-b38a-57221cf08595,28.639243618627056
209,0,35.0,2.9,-0.4,57789f63-5cea-4cc6-b6a5-baf2ba9d277d,34.6927049560748
210,1,32.0,3.1,-1.17,02ed2e2e-7b4b-40c4-bb09-299ce2bf0d32,32.718512381198344
211,0,27.0,2.3,-1.01,2ccd7308-937c-4b94-b9d1-e7a79b944a36,26.566431041439046
212,1,38.0,3.0,0.55,0fa87e8c-4545-492b-ab46-f8a061a44701,39.08247249381067
213,0,31.0,2.7,-0.2,2d5dd983-3c24-48c0-93c7-8a9edc6949da,30.557155297466167
214,1,38.0,3.0,0.15,41054b8e-4cf9-4854-8735-9d79e26f9e31,39.08247249381067
215,1,28.5,3.9,0.48,673c4076-45f9-4f21-979c-f92a7616879f,28.639243618627056
216,0,34.0,2.6,0.0,fd44c5f7-072e-4498-afe7-a34e631ff15f,34.6927049560748
217,1,31.0,3.0,0.0,95c1b75b-18ab-4bb4-9451-a97767454449,30.671193910989064
218,0,33.0,2.9,-0.2,22e4b2d9-42ec-49a1-ba52-a1df86efbba7,32.630521057083385
219,1,35.0,2.7,-1.05,34b5cb39-ddbf-423e-8a2f-f0e2877679f4,34.761764722637
220,1,32.5,2.8,0.08,3ab976d9-4dcd-4d0b-b1fb-1926cb1fb39c,32.718512381198344
221,1,36.0,2.6,-0.72,38fae35a-0f62-4838-b6ae-e00aaf31bb2c,36.875775344863534
222,0,37.0,3.4,0.95,e95cfc22-5445-4e20-809e-559f35c7ec3a,36.820769911407766
223,1,33.0,3.2,-0.4,0b381b6c-a35a-4141-bc69-581a4b8c5870,32.718512381198344
224,1,37.0,2.9,0.24,fdc24aa8-b017-4925-bff1-305fb1a8efeb,36.875775344863534
225,0,25.5,2.8,-0.08,f4a439fd-0187-4e36-8ba6-53147a7aac35,26.566431041439046
226,0,38.0,2.6,1.25,edb8ac7b-0d7f-41e9-b8f6-dd3583f79f4e,38.947657559761005
227,0,34.0,2.7,-0.12,f31c5118-eb37-4d39-9524-dc31523ff8df,34.6927049560748
228,0,35.0,2.9,1.94,2d7584f5-afe4-414a-82f7-03caf87d9936,34.6927049560748
229,0,29.5,2.8,0.24,4c0c2d41-0bb3-4512-a373-db0556a63d37,30.557155297466167
230,1,41.0,3.0,0.2,c7cfc365-e8aa-440d-bc97-9bc90d5c0137,41.22630579874763
231,0,35.0,3.2,-1.13,a484aaa4-9f6a-4a15-bfda-4e41cf739e59,34.6927049560748
232,0,34.0,2.9,-2.06,1cb6d6a6-e192-49a0-a431-99b65efa8bb6,34.6927049560748
233,0,42.0,2.6,1.57,fe668d37-d64c-48f2-a3d8-30f7b5edc311,43.32010792650486
234,0,30.5,3.1,0.87,3fddd341-cfa2-4d63-9f2c-ab3e1f3d972f,30.557155297466167
235,0,41.0,2.5,0.9,61e11292-1d5f-4963-80ae-bc0126fc273c,41.128086880515056
236,0,31.5,3.5,0.2,304263d6-07e0-42ff-978b-4c29df5d456b,32.630521057083385
237,1,35.0,3.7,0.44,28237928-1232-467e-b4da-188448cf9be2,34.761764722637
238,0,31.0,3.3,0.85,c2028400-1679-4480-8880-b79dfe7a16f1,30.557155297466167
239,0,39.0,3.1,1.19,1a9dda25-ccf3-4195-87c4-eae05f385109,38.947657559761005
240,0,39.0,2.9,0.98,d1d462fb-7eef-405c-bf4e-312f40e5e436,38.947657559761005
241,1,40.0,2.6,0.16,9b6feba2-d75c-4fec-bcc4-46b35d96795d,41.22630579874763
242,0,40.0,3.8,1.85,9a8cc1c9-266b-403e-96f4-1163b6fafe25,41.128086880515056
243,0,33.0,3.2,-0.24,624d879b-c2ea-48d6-a742-4e01ca9100f4,32.630521057083385
244,0,32.0,3.3,0.36,fbc31783-d91a-4938-b7d2-069c43489f62,32.630521057083385
245,0,39.0,3.3,0.72,40f38c95-9ea9-4036-871a-c2ba6fdee85f,38.947657559761005
246,1,39.0,2.7,0.44,5e0c9a70-4360-4f32-a4f9-d207831350df,39.08247249381067
247,0,33.0,3.3,0.24,68203747-c3e7-452e-b580-5162ad22b0e1,32.630521057083385
248,0,38.0,3.7,0.11,06e04a6c-3a05-4fde-b2ce-5613bb049378,38.947657559761005
249,1,40.0,3.6,-0.09,ccfc921a-95eb-4c0d-a351-25f9f14ae2fe,41.22630579874763
250,0,38.0,3.4,-0.51,9056f366-9923-4aa2-8f6e-17f1942b41cc,38.947657559761005
251,0,33.0,3.0,-0.82,d44a23bc-61df-4933-b836-a319aa7a5644,32.630521057083385
252,0,40.0,3.2,1.73,e32832aa-52e8-40ae-807c-70c02f2560cf,41.128086880515056
253,0,42.0,3.3,1.22,ace4ecce-681f-472d-8aac-63754a5d9d8f,43.32010792650486
254,0,29.0,2.8,-1.89,87a1127d-0d1f-4d6a-b73b-1cf1e70b7f4b,28.529235516974047
255,1,33.0,3.5,0.05,251c68b1-4f18-4fda-9fd1-47e3fe63024f,32.718512381198344
256,0,40.0,3.4,-1.06,f8f5c367-22b3-4220-b3b6-a8bec967d2a6,41.128086880515056
257,0,36.0,3.1,0.53,ab4999c0-c882-4def-bc55-8aa53583bc9f,36.820769911407766
258,1,25.0,2.8,-2.22,00d11008-e402-42ed-a421-ec0c6db507a6,24.604971396253838
259,0,39.0,3.6,0.18,d058089e-e965-4212-9774-2bc0f1256799,38.947657559761005
260,1,41.0,3.7,0.9,19b1c68a-2618-4bf0-b418-46e685f39e06,41.22630579874763
261,1,36.0,3.9,-0.12,b1804dc1-f444-456c-9993-47fb1a6e8073,36.875775344863534
262,0,44.0,3.2,0.75,16dafd62-8f5b-4bcf-85fb-971efceb9aa8,45.29719076794274
263,1,42.0,3.5,-1.17,e37ea01c-027a-4e71-907d-a65e2cb9a9ec,43.42322543186827
264,0,46.0,3.3,-2.08,f124bdfb-884d-46e4-9aa0-cb134b621c7c,47.12617940160728
265,0,40.0,2.2,1.04,b16e1f86-e4b0-455b-9a7c-77ae1bb4b9be,41.128086880515056
266,1,41.0,3.8,1.16,079fd992-53e2-467f-b7ff-a2ae0840d729,41.22630579874763
267,1,41.0,3.4,0.5,1b4ff7a2-153a-4738-8bd6-91c5718920b0,41.22630579874763
268,0,32.0,2.8,-1.13,7b224596-158c-4912-bf84-4d83fc7a316f,32.630521057083385
269,0,37.0,3.4,-1.02,324004a1-02a1-4a11-810d-abebfcf5193e,36.820769911407766
