sex,race,LSAT,UGPA,ZFYA
0,0,-1.335231468347454,-1.029980186088747,0.24
1,0,0.7762032137439681,-0.5470890258860771,0.2
0,0,-0.32541488126025214,-0.06419786568340728,-1.13
0,0,-0.5090178970942889,-0.788534605987412,-2.06
0,0,0.9598062295780048,-1.5128713462914156,1.57
0,0,-1.1516284525134173,-0.3056434457847422,0.87
0,0,0.7762032137439681,-1.7543169263927505,0.9
0,0,-0.9680254366793806,0.6601388746205964,0.2
1,0,-0.32541488126025214,1.1430300348232663,0.44
0,0,-1.059826944596399,0.17724771441792656,0.85
0,0,0.40899718207589464,-0.3056434457847422,1.19
0,0,0.40899718207589464,-0.788534605987412,0.98
1,0,0.5926001979099313,-1.5128713462914156,0.16
0,0,0.5926001979099313,1.3844756149246,1.85
0,0,-0.6926209129283255,-0.06419786568340728,-0.24
0,0,-0.8762239287623622,0.17724771441792656,0.36
0,0,0.40899718207589464,0.17724771441792656,0.72
1,0,0.40899718207589464,-1.2714257661900807,0.44
0,0,-0.6926209129283255,0.17724771441792656,0.24
0,0,0.22539416624185796,1.1430300348232663,0.11
1,0,0.5926001979099313,0.9015844547219313,-0.09
0,0,0.22539416624185796,0.41869329451926146,-0.51
0,0,-0.6926209129283255,-0.5470890258860771,-0.82
0,0,0.5926001979099313,-0.06419786568340728,1.73
0,6,0.9598062295780048,0.17724771441792656,1.22
0,3,-1.4270329762644725,-1.029980186088747,-1.89
1,0,-0.6926209129283255,0.6601388746205964,0.05
0,0,0.5926001979099313,0.41869329451926146,-1.06
0,0,-0.14181186542621546,-0.3056434457847422,0.53
1,3,-2.1614450396006193,-1.029980186088747,-2.22
0,0,0.40899718207589464,0.9015844547219313,0.18
1,0,0.7762032137439681,1.1430300348232663,0.9
1,0,-0.14181186542621546,1.625921195025935,-0.12
0,0,1.3270122612460782,-0.06419786568340728,0.75
1,0,0.9598062295780048,0.6601388746205964,-1.17
0,0,1.6942182929141516,0.17724771441792656,-2.08
0,0,0.5926001979099313,-2.4786536666967542,1.04
1,0,0.7762032137439681,1.3844756149246,1.16
1,6,0.7762032137439681,0.41869329451926146,0.5
0,6,-0.8762239287623622,-1.029980186088747,-1.13
0,0,0.041791150407821255,0.41869329451926146,-1.02
1,0,0.5926001979099313,0.6601388746205964,-0.12
1,0,-0.14181186542621546,1.1430300348232663,0.77
1,0,0.9598062295780048,0.6601388746205964,0.83
0,0,-0.2336133733432338,-0.788534605987412,0.06
1,0,0.041791150407821255,1.625921195025935,0.37
1,0,2.061424324582225,-2.2372080865954205,0.8
1,0,0.041791150407821255,-0.3056434457847422,0.14
1,0,-0.32541488126025214,1.625921195025935,0.14
0,2,-0.6008194050113072,-0.06419786568340728,0.14
1,0,1.8778213087481883,1.625921195025935,-0.2
1,0,0.7762032137439681,-1.029980186088747,0.33
1,0,0.5926001979099313,0.6601388746205964,0.65
0,0,1.3270122612460782,0.41869329451926146,-0.33
0,0,0.22539416624185796,-0.5470890258860771,-0.02
0,0,0.40899718207589464,0.9015844547219313,0.51
1,3,-1.6106359920985092,0.41869329451926146,-2.37
0,0,1.6942182929141516,-1.7543169263927505,-0.27
0,0,0.9598062295780048,-0.5470890258860771,-0.4
0,4,-0.5090178970942889,-1.029980186088747,-0.26
0,0,-0.5090178970942889,1.1430300348232663,-0.96
0,0,0.22539416624185796,0.17724771441792656,0.39
1,0,-0.6926209129283255,1.625921195025935,0.46
0,0,0.22539416624185796,0.17724771441792656,-0.13
0,0,-0.5090178970942889,1.625921195025935,-0.23
0,0,0.041791150407821255,1.1430300348232663,0.68
0,2,0.5926001979099313,-1.029980186088747,0.4
0,0,1.510615277080115,-0.06419786568340728,0.43
0,0,0.7762032137439681,-0.06419786568340728,-0.28
0,0,-0.14181186542621546,1.1430300348232663,0.89
0,0,1.510615277080115,0.6601388746205964,-0.21
0,4,0.22539416624185796,0.41869329451926146,1.02
1,0,1.3270122612460782,2.1088123552286038,1.7
0,0,0.7762032137439681,0.6601388746205964,-0.1
0,0,0.500798689992913,0.6601388746205964,-0.52
1,0,0.7762032137439681,0.41869329451926146,0.24
1,0,1.3270122612460782,0.9015844547219313,1.62
0,0,0.6844017058269497,0.17724771441792656,1.95
1,0,0.9598062295780048,0.9015844547219313,1.65
0,0,0.5926001979099313,-2.961544826899424,1.2
1,0,1.510615277080115,0.41869329451926146,1.87
1,0,0.5926001979099313,1.3844756149246,0.3
1,0,-0.14181186542621546,1.1430300348232663,0.05
1,0,-0.5090178970942889,-0.06419786568340728,-0.55
1,0,0.041791150407821255,0.6601388746205964,-1.17
1,3,-2.5286510712686927,-1.029980186088747,-2.23
0,0,0.22539416624185796,0.41869329451926146,-0.3
0,0,0.5926001979099313,0.6601388746205964,-0.06
1,0,0.40899718207589464,0.41869329451926146,0.57
0,0,0.5926001979099313,-0.06419786568340728,0.82
0,0,-0.6926209129283255,-0.788534605987412,0.19
0,0,0.22539416624185796,1.3844756149246,1.16
0,0,1.1434092454120415,1.3844756149246,1.14
1,0,0.22539416624185796,0.6601388746205964,0.48
1,0,-0.32541488126025214,0.17724771441792656,-0.26
1,0,0.40899718207589464,0.17724771441792656,1.16
1,0,0.5926001979099313,1.3844756149246,2.25
1,0,-0.6926209129283255,0.17724771441792656,0.6
0,0,0.041791150407821255,-0.06419786568340728,1.91
0,2,-0.32541488126025214,-1.029980186088747,0.96
0,0,-1.2434299604304357,-1.5128713462914156,-0.26
1,0,0.22539416624185796,-0.06419786568340728,0.56
1,7,-1.059826944596399,1.1430300348232663,0.8
1,0,0.5926001979099313,-0.5470890258860771,1.45
0,0,-0.5090178970942889,1.1430300348232663,0.43
1,0,0.9598062295780048,1.625921195025935,0.5
0,0,-0.2336133733432338,-1.029980186088747,1.78
0,0,-0.7844224208453439,-1.2714257661900807,1.02
1,0,-1.2434299604304357,-0.5470890258860771,-0.33
0,4,0.041791150407821255,-1.7543169263927505,0.23
1,0,-0.32541488126025214,1.1430300348232663,0.0
1,0,-0.32541488126025214,0.6601388746205964,0.6
1,0,0.041791150407821255,0.41869329451926146,0.63
0,3,-1.6106359920985092,-1.2714257661900807,-0.59
1,4,-1.2434299604304357,-0.788534605987412,-0.99
1,0,0.22539416624185796,-0.5470890258860771,0.92
1,0,-0.6926209129283255,-1.2714257661900807,-0.24
1,0,1.8778213087481883,-0.788534605987412,0.56
0,0,0.22539416624185796,-1.029980186088747,-0.79
0,7,-0.5090178970942889,-1.029980186088747,-0.86
1,1,-0.5090178970942889,-0.3056434457847422,-0.56
0,0,-0.5090178970942889,0.41869329451926146,-0.43
1,3,-1.4270329762644725,-1.7543169263927505,-2.01
0,0,0.5926001979099313,-0.06419786568340728,-0.36
0,0,-1.2434299604304357,-1.2714257661900807,0.06
0,2,-1.9778420237665826,-1.7543169263927505,-0.5
0,0,-0.6926209129283255,1.3844756149246,1.58
0,0,-0.14181186542621546,-2.2372080865954205,1.65
0,0,-0.32541488126025214,-0.788534605987412,-0.13
1,0,-1.2434299604304357,-0.788534605987412,-0.43
0,0,-1.7942390079325459,-1.2714257661900807,-0.72
0,0,0.22539416624185796,-0.06419786568340728,0.63
0,0,-1.5188344841814907,-2.7200992467980893,-1.88
1,0,0.041791150407821255,0.17724771441792656,-0.13
0,0,0.40899718207589464,-1.9957625064940856,-0.1
0,0,0.7762032137439681,-1.9957625064940856,1.61
0,4,-0.6926209129283255,-2.2372080865954205,0.99
0,0,1.510615277080115,-1.5128713462914156,-1.05
0,0,-0.6926209129283255,0.41869329451926146,-0.03
0,4,-1.7942390079325459,0.9015844547219313,-0.1
1,0,0.5926001979099313,1.1430300348232663,1.75
1,0,-0.14181186542621546,-0.3056434457847422,-0.43
1,0,-0.14181186542621546,-0.06419786568340728,1.29
0,2,-3.0794601187708026,-0.06419786568340728,-1.87
0,0,-0.14181186542621546,1.3844756149246,-0.99
0,0,-0.14181186542621546,0.17724771441792656,-0.12
1,0,0.9598062295780048,0.41869329451926146,0.99
0,0,0.5926001979099313,0.9015844547219313,0.73
0,7,-1.9778420237665826,0.9015844547219313,-1.15
0,0,0.041791150407821255,1.3844756149246,0.6
0,0,1.510615277080115,0.9015844547219313,1.35
0,2,-2.5286510712686927,-0.06419786568340728,-0.1
0,0,-1.1516284525134173,-1.9957625064940856,-0.89
1,0,0.22539416624185796,-0.5470890258860771,-0.69
1,3,-2.1614450396006193,-1.7543169263927505,-0.89
1,0,-0.32541488126025214,-0.5470890258860771,0.68
1,3,-3.0794601187708026,-0.5470890258860771,-1.02
1,2,-1.6106359920985092,-1.029980186088747,-1.38
0,0,0.22539416624185796,-0.06419786568340728,0.07
1,7,-2.987658610853784,-1.029980186088747,-1.19
0,0,1.3270122612460782,-0.5470890258860771,1.45
0,0,-1.4270329762644725,-0.788534605987412,1.16
0,0,1.510615277080115,-1.5128713462914156,-0.03
0,0,-0.14181186542621546,-1.029980186088747,-1.19
1,3,-2.895857102936766,-0.5470890258860771,-1.32
0,2,-1.6106359920985092,-2.4786536666967542,-0.79
0,0,-0.32541488126025214,0.17724771441792656,0.9
0,0,-0.14181186542621546,-0.3056434457847422,-0.59
0,0,0.041791150407821255,0.41869329451926146,0.43
1,7,-1.4270329762644725,-0.06419786568340728,-0.89
0,0,-0.6926209129283255,0.41869329451926146,1.62
0,0,-0.14181186542621546,-0.06419786568340728,0.27
1,0,0.9598062295780048,0.41869329451926146,0.92
0,2,-1.335231468347454,-1.2714257661900807,-1.38
0,2,-1.7942390079325459,-0.3056434457847422,-1.68
0,0,0.041791150407821255,0.17724771441792656,0.03
1,7,-2.712254087102729,0.17724771441792656,-0.76
1,0,-0.6926209129283255,0.17724771441792656,0.2
0,6,-1.7942390079325459,0.17724771441792656,-0.03
0,2,-1.6106359920985092,0.17724771441792656,-1.32
1,0,-0.32541488126025214,-0.3056434457847422,-0.14
0,0,-1.6106359920985092,1.1430300348232663,0.0
0,2,-0.5090178970942889,-1.5128713462914156,-0.3
1,0,-2.6204525791857107,0.17724771441792656,-1.45
0,0,0.7762032137439681,0.9015844547219313,0.05
0,5,-0.6926209129283255,-0.3056434457847422,-0.24
0,0,0.5926001979099313,-0.5470890258860771,-0.1
0,0,0.6844017058269497,0.6601388746205964,0.58
1,0,0.5926001979099313,1.1430300348232663,-0.43
1,3,-1.6106359920985092,0.17724771441792656,1.37
1,0,0.7762032137439681,-1.9957625064940856,-0.59
0,0,1.8778213087481883,-1.029980186088747,-0.14
0,0,0.22539416624185796,-1.7543169263927505,-1.69
1,0,-1.9227611190163714,0.41869329451926146,-1.73
1,0,1.1434092454120415,0.17724771441792656,0.87
1,0,-0.5090178970942889,0.41869329451926146,-1.36
0,0,0.5926001979099313,0.9015844547219313,-0.08
1,0,0.041791150407821255,0.41869329451926146,-0.51
0,0,-0.32541488126025214,-1.029980186088747,-0.96
1,2,1.3270122612460782,1.1430300348232663,0.34
0,0,0.22539416624185796,-1.9957625064940856,1.38
0,0,1.3270122612460782,0.9015844547219313,1.88
1,6,-0.8762239287623622,1.625921195025935,0.13
0,0,1.1434092454120415,1.8673667751272698,0.87
1,0,0.9598062295780048,0.41869329451926146,0.67
0,0,1.6942182929141516,-0.5470890258860771,0.27
1,0,1.1434092454120415,0.6601388746205964,0.58
0,0,1.1434092454120415,-0.5470890258860771,0.54
0,0,0.7762032137439681,1.1430300348232663,0.75
1,0,0.9598062295780048,1.625921195025935,-1.21
0,0,-1.6106359920985092,-1.029980186088747,-0.76
0,1,-1.7024375000155274,0.6601388746205964,-1.54
0,0,1.6942182929141516,0.17724771441792656,-0.76
0,0,1.510615277080115,0.6601388746205964,0.87
0,0,0.9598062295780048,1.1430300348232663,1.92
0,0,0.9598062295780048,0.9015844547219313,0.81
1,0,1.510615277080115,-0.06419786568340728,-0.16
1,0,0.9598062295780048,0.6601388746205964,0.71
1,2,1.510615277080115,0.41869329451926146,-1.25
0,0,1.3270122612460782,0.41869329451926146,-0.33
1,0,0.7762032137439681,0.6601388746205964,-1.25
0,0,0.7762032137439681,0.9015844547219313,2.05
1,4,-0.32541488126025214,0.9015844547219313,-1.36
0,3,-0.5090178970942889,-1.2714257661900807,-1.56
1,3,-0.8762239287623622,-1.2714257661900807,0.71
1,0,1.8778213087481883,-0.5470890258860771,0.71
0,0,1.3270122612460782,0.41869329451926146,0.81
0,4,1.051607737495023,-2.2372080865954205,-1.25
1,0,0.500798689992913,-0.5470890258860771,-1.32
1,0,0.7762032137439681,0.6601388746205964,1.84
0,0,-1.335231468347454,-0.788534605987412,-0.33
0,0,1.510615277080115,0.9015844547219313,0.34
0,2,-0.6926209129283255,1.625921195025935,-0.41
0,5,-0.32541488126025214,-1.7543169263927505,0.19
0,0,1.1434092454120415,1.1430300348232663,-0.26
0,0,1.3270122612460782,-0.06419786568340728,1.08
0,0,1.6942182929141516,-0.5470890258860771,-1.27
1,0,0.40899718207589464,0.9015844547219313,-1.73
1,0,1.1434092454120415,0.17724771441792656,1.82
1,0,0.9598062295780048,0.9015844547219313,1.39
1,0,2.061424324582225,1.1430300348232663,1.26
0,0,-0.6926209129283255,-1.7543169263927505,-0.32
1,0,0.5926001979099313,1.3844756149246,-0.18
1,0,0.3171956741588763,0.41869329451926146,-0.74
1,0,0.5926001979099313,0.9015844547219313,0.09
1,2,1.3270122612460782,-0.5470890258860771,-0.9
1,0,0.7762032137439681,0.9015844547219313,-0.06
1,2,1.1434092454120415,0.17724771441792656,-0.16
0,2,1.8778213087481883,0.41869329451926146,1.22
0,0,1.1434092454120415,0.41869329451926146,0.56
1,0,0.9598062295780048,0.9015844547219313,1.45
0,0,0.22539416624185796,1.625921195025935,0.6
1,0,-0.2336133733432338,-1.7543169263927505,-0.24
1,0,0.041791150407821255,1.1430300348232663,1.04
1,0,0.9598062295780048,0.6601388746205964,0.69
1,4,1.6942182929141516,-0.3056434457847422,-0.57
0,0,0.9598062295780048,0.9015844547219313,-0.92
0,0,1.510615277080115,0.17724771441792656,0.6
1,6,0.5926001979099313,1.1430300348232663,-0.66
1,6,0.22539416624185796,0.9015844547219313,-0.22
0,0,0.9598062295780048,-0.3056434457847422,-0.41
0,0,1.1434092454120415,-0.06419786568340728,-1.07
0,0,-1.059826944596399,-1.5128713462914156,-0.43
1,2,0.9598062295780048,1.1430300348232663,1.22
0,0,0.40899718207589464,1.1430300348232663,-1.5
0,0,1.8778213087481883,-0.3056434457847422,1.32
1,0,0.7762032137439681,1.3844756149246,-0.51
0,0,-0.6926209129283255,0.9015844547219313,-0.99
1,0,0.9598062295780048,0.41869329451926146,-0.08
1,0,1.6942182929141516,0.17724771441792656,1.04
0,0,-0.8211430240121518,0.17724771441792656,-0.71
1,0,0.041791150407821255,0.6601388746205964,-1.69
1,2,0.7762032137439681,0.9015844547219313,0.85
1,0,0.40899718207589464,1.625921195025935,-0.35
0,0,0.9598062295780048,0.41869329451926146,-0.16
0,3,-1.5188344841814907,-1.9957625064940856,-1.54
0,0,1.3270122612460782,0.9015844547219313,0.77
0,0,0.5926001979099313,0.9015844547219313,0.67
0,4,0.041791150407821255,-1.7543169263927505,-1.67
0,0,0.40899718207589464,1.1430300348232663,1.37
1,0,-1.5188344841814907,-1.5128713462914156,-0.95
0,0,1.3270122612460782,-0.06419786568340728,-1.69
0,0,0.5926001979099313,0.41869329451926146,0.69
1,0,1.6942182929141516,-0.5470890258860771,0.95
